i,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment_polarity
2370,modi used make fun manmohan singh five years modi ji make fun manmohan ji today country making fun rahulgandhi,10,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3
2371,pm shri narendramodi address public meeting deoghar jharkhand watch live abkibaar300paar,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.06818181818181818
2372,ashutos86596178 narendramodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2373,news24tvchannel incindia sherryontopp rahulgandhi narendramodi congress,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2374,_ justiceforvishnugoswami narendramodi amitshah,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2375,best picture seen internet safety apnamodiaayega,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2376,nationalism serving country says pm narendramodi himanshu_aajtak videos itvideo,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2377,300 bjp 300 pm narendramodi apnamodiaayega,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
2378,go timeline muslim christian see peep dhruv tyagi murder mention godhra mention partition killing sikhs hindus mention 1971 defeat pakistan see tweet tweet showing hatred narendra modi,15,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2379,exclusive sharad pawar amp modi govt full awareness prime minister office sought help pune builder violated green laws amp penalised national green tribunal full report thread key highlights 1 n,11,3,12,0,1,1,0,0,0,0,0,0,0,0,0,2,0.059999999999999984
2380,congrats nigerian scientists farmers nigeria first world develop genetically modified cowpea granted approval commercial release great work,9,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35000000000000003
2381,sagarikaghose narendramodi bhakti better chatukarita one family bloody lap dogs shame u,8,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.15000000000000002
2382,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2383,modi mantra facts fit lie change facts modilies,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2384,satya pal jain welcomes modi airport yugmarg,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2385,josh cloudy sir cloudymodi,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2386,jp4bjp campaigning booth number 344 village chanchi kalan bjp4india narendramodi ramlal myogiadityanath,5,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0
2387,anupampkher absolutely right even kids want like narendramodi really admire love chant slogans please avoid negative comments guys run burnol sadly gonna,7,5,2,0,5,0,0,0,0,2,1,0,0,1,0,0,0.037142857142857144
2388,narendramodi people supported govt,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2389,let take look earlier predictions sardesairajdeep prediction goes wrong bihar amazingly confident modi,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2390,election commissions order parting gift pm modi amp bjp order ensure two pre announced election rallies shri modi today hit ecs order ec take orders bjp headquarters rather mandate constitution,19,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0
2391,modi wave object much heisenberg uncertainty true nature,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275
2392,ec bengal bahut violence ho raha hai kal se campaigning band modi abey meri rally hai kal ec bengal bahut violence ho raha kal raat 10 baje ke baad se campaigning band modi boy,16,5,4,0,1,1,0,0,0,1,2,0,0,0,0,4,0.0
2393,coming true bjp estimates 20 west bengal coming life bjp getting left votes wb like mgb seats bjp clearly ahead including popularity pm modi,12,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.15
2394,republic_bharat media mayawati aapko kuch bolna h modi ji k baare mai mayawati ji bolna toh hai parcha,12,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0
2395,naidu dragged modi wife topic elections mayawati dragged modi wife topic mamata dragged modi wife topic many would failed marriage 50 years ago 2019 election issue topic criticize modi governance,16,6,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
2396,rssorg narendramodi supriyobabul mehboobamufti kailashonline mamataofficial omarabdullah rahulgandhi,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2397,rahul9262514 awiresham vivekmmisra kapilmishra_ind victoryfornamo modified24 arunbajpairajan riteshadesai,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2398,watch pm modi interview aaj tak apnamodiaayega,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2399,narendramodi apnamodiaayega,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2400,prime minister narendramodi also tweeted picture sunnydeol used hindustan zindabad dialogue,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2401,speakwithsence1 ankushd65021363 harsubh cprd_india shiva72736733 rajeshk39804978 swwagatam jagannkaushik rajeshk42655806 rajeshk234178 chandann98 nparama1951 meenakshilanger india188034197 makebharatmahan prataps58277576 mohini_chaudhry,8,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0
2402,incindia firsemodi2019 mp horror hundreds gawk sisters tied tree molested amp beaten hours madhya pradesh ommathur_bjp sanghaviharsh chouhanshivraj,11,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
2403,votinground6 zeenewshindi narendramodi shuklapinku agrwal_akhil tajinderbagga arunbajpairajan newsnationtv aajtak sardanarohit tanhadil1981 major_kuldeep mlkhattar mssirsa,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2404,modi assisted allowed amp accommodated loot country amp escape criminals govt must cover tracks whatever means possible modilies,10,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2405,liberandus modi talking rajiv gandhi 2019 liberandus nathuram godse hindu terrorist liberandus congress fought independence liberandus 1554 nehru ancestors,12,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
2406,west bengal cm mamata banerjee kolkata narendra modi cannot take care wife take care country,10,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0
2407,mamataofficial bengalburning jeetensingh road2india lillymarypinto singh_harmeet84 devilonearthnr1 apnamodiaayega,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2408,riarevealed kadininda420 indosecular ecisveep spokespersoneci narendramodi wuntakall anthonysald,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2409,jamescrabtree 2014 modi promised tantalizing combination economic competence corruption reducing zeal neither front delivered read,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2
2410,addressed mahila sammelan varanasi today told audience prime minister narendramodi government first government independence six women cabinet ministers two members cabinet committee security 1,16,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25
2411,bjp4india chatterj1askin narendramodi amitshah tajinderbagga kailashonline,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
2412,thesuniljain mayawati yadavakhilesh rahulgandhi narendramodi air india rank reserved student rank 36000 gets seat pg medical open category rank 4411 gets seat,11,5,3,0,0,2,0,0,0,0,0,0,0,1,0,0,-0.4800000000000001
2413,narendramodi hon ble sir voting nbcc resolution plan jaypee infra started amp idbi board meeting vote know amount house dreams 24000 homebueyrs compromised total clear sham shame system,17,3,5,0,0,1,0,0,0,0,0,0,0,0,0,2,-0.03333333333333333
2414,somebody asked modi elected said fight save constitution democracy till modi defeated,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2415,ce qui est bien avec ce gouvernement cest que je nai pas besoin de modifier le texte crit lanne dernire rien na chang duoday2019,9,1,2,2,0,0,0,0,0,0,0,0,1,0,0,9,0.0
2416,abhisar_sharma ecisveep narendramodi,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2417,riarevealed kadininda420 indosecular ecisveep spokespersoneci narendramodi wuntakall anthonysald varnishant ranjangogoicji kpadmarani1 satanicjumlas bainjal rahulgandhi kapilsibal rkhuria mamataofficial debkanchan derekobrienmp advmaje,14,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2418,modilies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2419,one superb rahul vs modi brain vs brainless,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1.0
2420,thank pm narendramodi ji build sonar bangla leadership mamataofficial become synonym destruction,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2421,3 crores 90 lakhs 39 crores kapsology education system atishi marlena revolutionised trolling modi radar technology right indeed go back better math classes gawaar,12,4,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0.2619047619047619
2422,riarevealed kadininda420 indosecular ecisveep spokespersoneci narendramodi wuntakall anthonysald varnishant ranjangogoicji kpadmarani1 satanicjumlas bainjal rahulgandhi kapilsibal rkhuria mamataofficial debkanchan derekobrienmp advmaje,14,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2423,water commodity poor go thirsty,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4
2424,like ravana allowing rama vanara sena enter sri lanka modi seeing federal national alliance enteri,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2425,aayegatomodihi narendramodi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2426,b heeft op zijn linkedin pagina dan al melding gemaakt van zijn nieuwste nevenfunctie de gewezen hoogleraar bied,12,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0
2427,50 1 sousou kirin_company,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
2428,mayorofgm andy burnham kicking digicatapultlaunch create dynamic spaces new innovative think content drive growth technology place thelandingmcuk ar vr mr,10,2,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0.21212121212121213
2429,one modi biggest success demonetization country starved weeks 99 3 demonetized money came back rbi amp 100 people died balakot country fear nuclear war weeks rs 2 crores bombs used 1 crow amp 7 trees died,18,7,2,0,1,7,0,0,1,0,0,0,0,0,0,0,0.15
2430,increase hate crimes muslims india recent years fear world largest democracy becoming dangerously intolerant narendramodi bbcrajiniv reports,7,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2375
2431,palestine reduced mere patch land entire civilized world could mute spectator day salute martyrs palestine freedom fighter struggling dream free palestine nakba_71 existresistreturn freepalestine,14,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07500000000000001
2432,people waiting change centre 1 vijay mallya 2 nirav modi 3 christian michel 4 zakir naik 5 cong bail amp chiddu 7 india muslim personal law board 8 pakistan 9 terrorists j amp k feel free add,18,2,6,1,0,8,0,0,0,0,1,0,0,0,0,0,0.13333333333333333
2433,faux samajvad fauxsamajvadis sp taken cleaners pm modi says sp bsp acting dealers leaders touch chord cadres 2 parties pm modi says chowkidar fulfil vision lohiaji brilliant modiatmirzapur,16,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0.45
2434,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2435,mamta banerjee mathurapur election campaign land modi hold rally today mathurapur belon,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2436,mamataofficial mamatadidijaishriram ha aayegatomodihi,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2437,se non sar attuata questa modifica purtroppo lei sar un ricercatore che allo scadere del suo 5 anni lascer purtroppo per litalia il nostro paese e non ritenere pi ci auguriamo che questo non accada e che il governa rimuova questa limite del 2020 per evitare questo esodo,25,1,5,2,0,2,0,0,0,2,0,0,0,0,0,11,0.0
2438,azamgarh ka chowkidar aa rha hai bihar firekbarmodisarkar,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2439,modi mantra facts fit lie change facts modilies,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
2440,dekhomeradesh arunachaltsm arunachalcmo pemakhandubjp narendramodi pmoindia chombaykee moksha1937,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2441,narendramodi abkibaar300paar,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
2442,credibility fake news busters important maintain neutrality fake news specific political party modi amp bjp phd fakery however time someone else got caught amp exposed altnews kudos,16,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.12
2443,_ justiceforvishnugoswami narendramodi amitshah,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2444,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2445,ncropprotect charlotte hurst drcharl2 discusses acylation protein modification found many plant cell memb,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2446,actually read history honours course whats app illiterate modi bhakt taking ghulami much gau mutra drunk,8,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,-0.09999999999999999
2447,theres another new word english dictionary rahulisms noun 1 collection gems speeches rahul gandhi defy logic priyanka also delivers rahulisms occasionally 2 outcome frustrated behaviour caused due narendramodi,12,5,6,0,3,2,0,0,1,0,0,0,0,0,0,0,-0.13772727272727273
2448,ever noticed modi jis almost every sentence starts aap yakeen nahi karenge obvious reasons,6,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0.0
2449,2014 2019 2014 2019 apnamodiaayega,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0
2450,narendramodi ji,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2451,ani ek tasveer ke liye itna gussa 1 may 2017 morphed photo pm modi circulated whatsapp group admin arrested,5,6,3,0,1,2,0,0,0,1,0,0,0,0,0,1,0.0
2452,clpeqt aforefreer ldd64 sputnik_fr c est pour que le marron veut modifier la constitution afin de pouvoir modifier la loi 1905 c est bien pour leur permettre de pouvoir instaurer la charia et vous verrez qu ils diront que ce ne sera que pour les,17,2,5,0,2,1,0,0,0,0,0,0,0,0,0,18,0.0
2453,pm shri narendramodi addresses public meeting mirzapur uttar pradesh apnamodiaayega,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2454,exclusive breaking west bengal cm mamata banerjee plans rally ambush mamataofficial plans hold rally close venue pm modis rally spg raises serious security concern writes dgp bengal nikunjgargn madhavgk info mamatatoambushmodi,17,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333
2455,watch listen melt heart rahul gandhi kejriwal time meet parents akhlaq care dhruvtyagi alllivesmatter modifiedvikas kapilmishra_ind,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2456,phirekbarmodisarkar good morning friend,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
2457,scuola musica di modigliana,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
2458,mamatabanerjee tmc apnamodiaayega bjp4india bjp4bengal bjplive,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2459,tajinderbagga mamataofficial mamatadidijaishriram apnamodiaayega,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2460,day alleged cow vigilantes killed man badarwah area jammu india muslims fear future narendra modi,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10833333333333334
2461,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2462,bengalburning pmmodi indians plz united bcz lose everything political peoples,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2463,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2464,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2465,dynasty power 50 years 72 invoking positively fitting criticising legacy legitimate audit inevitable imperative apnamodiaayega,6,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0.25
2466,42 tmc apnamodiaayega,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2467,sushma swaraj tells foreign minister iran next govt take decision oil purchase iran abdicating responsibility foreign policy failure modi sarkar,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14166666666666666
2468,spg writes west bengal dgp pm modis security west bengal rally,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2469,want send across message behaviour women tolerated congress president shri rahulgandhi narendramodi ji last time time consoled rape victim family ensured justice oh never,14,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.037500000000000006
2470,could increased transparency commoditisation retail banking services likely reduce banks tradi,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2471,narendramodi pm bjp4delhi,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
2472,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2473,pm shri narendramodi symbolism tried connect everyone dr ambedkars five memorial women heading defence ministry haj quota 10 quota ews symbolism exemplary elections people look forward future millionleadersmarch,14,4,4,2,1,2,0,0,0,0,0,0,0,0,0,1,0.0
2474,modi seems owning hundreds jackets hardly ever wear vest twice like bollywood film star fact bollywood fixation,9,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,-0.2916666666666667
2475,75 5 60 vs 5 narendramodi abkibaar300paar aayegatohmodihi,1,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0.0
2476,___2013 jayantrld upgovt myogiadityanath narendramodi,4,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0.0
2477,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2478,deepaltrevedie narendramodi modi hate made guys insane pm worlds largest democracy also,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9
2479,vanneur je demande rationnellement ce qui est le plus difficile crer modifier changer des lois ou bien,6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0.0
2480,money takes back seat modi nation,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
2481,mamata banerjee plans ambush pm narendra modis rally alarmed spg writes west bengal dgp,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2482,third time amazonhelp jeffbejos kind products available website take appropriate action products boycott amazon final warning boycottamazon modiaanewalahai unistallamazon,8,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666
2483,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2484,aitcofficial workers full maoists communist high possibility might try assassinate narendramodi ji barbaricmamta mamata banerjee plans ambush pm narendra modis rally alarmed spg writes west bengal dgp,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.255
2485,reams written narendramodi abandoned wife jashodaben matter discussed public waglenikhil succinctly makes point mayawati right,7,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
2486,karma always follow thursdaythoughts ____ modihiaayega ____,5,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0.0
2487,indian prime minister narendra modi mocked suggesting ordered air strikes pakistan cloud cover would prevent radar detection indian fighter jets,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2488,jailed tortured mamataofficial defiant priyanka sharma fights back pm narendramodi backs satire liberal choose keep quiet candle vigils umar khalid priyankas freedom watch thenewshour 9 30 navikakumar modibackssatire,12,8,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0.0
2489,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2490,pm narendramodi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2491,narendramodi sant shri asaram bapu ji spent whole life nation welfare return got life time imprisonment totally fake case proofs show innocence happens narayan sai ji case heightofinjustice,18,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.13333333333333333
2492,digital camera 1987 88 took colour photo sent email 1987 88 narendra modi joke modi joke educated elite middle class supporters modi made idiocy ignorance fashionable,13,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,-0.09999999999999999
2493,things end modi stays 1 casteism 2 corruption 3 terrorism 4 poverty,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0
2494,300 bjp 300 narendramodi abkibaar300paar,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0.0
2495,met congress candidate mp go asked would got lakhs victory margin say fighting modi election2019,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2496,amitshah deshkipasandmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2497,pm apnamodiaayega,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2498,watch pm narendramodi ji interview aaj tak apnamodiaayega,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2499,10 apnamodiaayega,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2500,whats choice every vote bow arrow leads strong nda government led pm narendramodi ji supported shivsena president uddhav thackeray ji,12,4,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0.4333333333333333
2501,ashishsinghlive priyankagandhi ashishsinghlive even foreigners know modi loves camera mother god,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2502,prime minister narendra modi basirhat west bengal mamata didi declared publicly two days ago take revenge fulfilled agenda within 24 hours bjp president amit shah roadshow attacked,13,5,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0.0
2503,improvisacin pp respecto cartagena su sanidadpublica cartagena dice una cosa murcia lo contrario es como planifican hemodinamicact sanidadpublica en condiciones debatecarm un equilibrio muy inestable se te pueden caer lo huevos,18,1,4,1,1,0,0,0,0,2,0,0,1,1,0,2,0.0
2504,50 apnamodiaayega,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2505,__ iqbalshahfahad,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
2506,apnamodiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2507,talibani murderous culture tmc reached crescendo bengal eci forced step mamata banerjee sharpening attack narendramodi amitshah labelling pm shaitan amp threatening jail shah amp modi vendetta khan market gang,19,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.2
2508,2014 300 apnamodiaayega,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
2509,roll back taken place attributed something supreme court amp applied apology absolutely apology mr modi anybody else chowkidarchorhai rahulgandhi part 1 chowkidarchorhai started everywhere see thread amp hear,12,7,3,0,4,1,0,0,0,0,0,0,0,0,0,1,0.1
2510,gaon gaon mein log modi ko vote de rahe aur isko cheezein aaj bhi absolutely clear lag rahi hai guess guys share fake reports queen bee take funding fight phases madam ji jeet rahe types,23,4,4,0,2,0,0,0,0,0,0,0,0,0,0,2,-0.19999999999999998
2511,day five years ago part narendramodi victory celebration ahmedabad euphoric electrifying atmosphere still gives goosebumps wait 23rd,10,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0
